Day,Match_Day,Date,Referee,Team,Opponent,Formation,Possession,Open_Play_Pass,Passes_Completed,Passes_Under_Pressure,Ground_Passes,High_Passes,SoT%,G/SoT,Avg_Shots_Distance,FK_Shots,PK,Shot_Creating_Actions,Successful_Dribbles,Final_Third_Entries,Final_Third_Entries_Allowed,Save%,Clean_Sheet,PK_Allowed,Defensive_Actions,Aerial_Battles_Won%,OG,xG,xGA,npxG,npxGA,Scored,Conceded,xpts,Net_npxG,PPDA,Allowed_PPDA,Total_Points,Pts,Total_Goals,Total_Conceded,Result,Home_Shots,Home_SoT,Home_Fouls,Home_Corners,Home_Yellow,Home_Red,Away_Shots,Away_SoT,Away_Fouls,Away_Corners,Away_Yellow,Away_Red
Sun,7.0,11/19/2019 20:00,S Scott,Everton,Leicester,3-5-2,53.385151188580316,460.6429766098079,489.2982079919982,108.0308379261364,515.2253535483022,99.61780042050376,19.105668203662383,0.6032690842298469,19,0,0.0313196558059249,13.209353241999992,50.91509971664651,6.153080389259731,2.5204694379136026,100.0,0.3668328854598172,0.09632609590306565,1.1430145510238063,60.43801932575297,0.0079012634437607,0.36299980695278067,0.15493198221232962,1.135474652599882,1.2215652576182223,1.7620225283468856,2,0.9478243025244949,-0.6149809945526615,6.801684389052377,24.41208701581438,26,1,18,26,w,1,6,9,8,0,0,8,5,9,6,0,0
Sat,11.0,12/15/2019 20:00,P Bankes,Norwich,Watford,4-4-2,41.78319916399586,438.0943865074428,465.0424206542052,85.0232658059003,243.55082640197634,101.89170226039903,16.67973727672184,1.0892292706449211,19,0,-0.14041550628778868,24.42338212617932,94.03728373210981,8.799132367788943,11.236554230544785,72.17170476145648,0.21381371812587124,0.04315698499226086,0.2671397635504088,49.603636905120204,0.1558793007892978,2.7859293074695657,2.8762220949916415,1.0704846915493171,1.8499838487421019,0.5801076033763761,2,1.4013140332860579,2.147647200294735,8.550423289863918,18.80057746189294,16,1,28,11,w,22,3,11,3,0,0,16,4,6,14,0,0
Tue,24.0,09/21/2019 20:00,K Friend,Crystal Palace,Brighton,3-4-3,42.721090180793624,426.3646975184835,416.7229262593801,120.401079670233,221.04768380851186,111.00986059486301,32.08863878533884,-0.06104241706883773,18,0,0.28621565664813536,31.044693199380482,76.01553771691005,11.054228437214139,8.240372529519341,82.49299575408763,0.12536021175315876,-0.05146391612998927,0.8000763815802079,57.210354643374764,0.14795726403419476,0.8524508791824691,1.5884787897024717,2.07374867215592,0.2533948556826051,2.7981646081816915,0,0.5247320956144214,1.3403554428579538,8.850273828304601,24.550198100991203,60,0,8,3,d,18,2,6,5,2,0,3,3,11,6,0,0
Sat,25.0,02/03/2020 20:00,A Marriner,Everton,Sheffield United,4-4-2,33.742832511018406,416.0772643927093,496.11738324532155,62.59988016143989,440.6661068950988,126.33059000194486,35.00462271668318,0.6096159701487518,17,0,0.39874332375867694,29.99228388041008,44.23043299282729,4.195326903575174,8.525903234738893,46.08745728138514,0.39617447956107965,-0.18212094454946,-0.05185068613201582,50.18372826134591,0.00535700124345978,1.7456396917926642,1.1566964451076087,2.4340715507273933,0.4907773224477757,1.312571174618706,2,1.726190667785948,-1.6787317861179936,6.206532174140846,7.164623426808119,21,0,8,18,w,16,4,11,5,2,0,14,7,7,0,3,0
Thu,9.0,08/15/2019 20:00,M Atkinson,Newcastle,Arsenal,4-2-3-1,30.72501791468971,135.08013816300087,367.233724351466,114.01138952418962,488.7967363180604,152.09872004444597,60.11346411896888,0.7396134881513601,20,0,0.46330440332460054,17.59881883233063,53.839132450384525,0.4686648762154215,4.746282941327701,49.639093789423214,0.559938002381556,0.11388786374848367,1.5320381813893338,54.33192057756133,0.11577005554874739,1.955163876923069,0.5741084848394687,0.7744351116462781,1.4262619508328174,-0.3938299889942367,0,2.0196785031499296,0.9088438552355361,3.6606839045516946,17.21371500452844,17,0,24,40,w,6,8,13,9,2,0,7,5,7,6,2,0
Mon,2.0,12/16/2019 20:00,P Bankes,Liverpool,Leicester,4-4-1-1,30.0,460.7708205294976,477.1336491632592,77.24532792238975,339.09683374040395,131.55604798545014,31.678998574355617,0.3425383936931898,16,0,0.4731519695120616,4.09421151408848,74.16468939512886,-1.079542003432322,6.973621555361113,63.942785474817086,-0.1576228851171142,-0.3693639454930532,1.1193347742622706,40.42969188714737,-0.07696236728232556,0.680853163656591,2.042930216655191,0.9975933663946577,2.9828433459893904,0.7613498733170236,2,0.8149314414192416,1.8019109308127483,23.394656973074646,4.249512159597337,24,0,36,36,d,15,2,9,3,1,0,12,3,12,6,3,0
Tue,16.0,09/30/2019 20:00,T Robinson,Newcastle,Leicester,4-4-1-1,51.799970811131836,549.6884646227913,367.57890027137705,49.41019948349543,393.05052239630805,133.22603125399786,17.709753022840733,0.3334496848195016,17,0,0.02571508217150502,11.845510325167272,90.80511900830126,4.530077680223359,8.037857232839192,56.82758381345474,-0.24490682373282974,0.6367433645213637,-1.0755000210396082,47.56078123508658,0.22384597140573062,2.4923711520944813,0.07701406444977099,0.5494922737990591,1.76364719186636,1.764081331227651,0,1.053326157694441,-1.030069625173686,30.732171143151444,14.330391805505494,9,0,26,22,d,16,8,11,7,1,0,16,5,4,6,3,0
Sun,7.0,01/04/2020 20:00,D England,Everton,Tottenham,3-5-2,65.83220885496627,438.46896675726464,410.50977341116675,107.56734415685995,304.2666956727631,98.54538822372756,0.0,0.2654855606323989,16,0,-0.1731620009582078,28.49843256428061,98.85071099396926,5.287729304575213,5.140441838264391,100.0,0.2732553919564257,-0.5278281491584869,0.13825137704250623,57.635484558752495,0.2617589576963901,1.6637468191057214,2.834883062275048,0.8981482990514604,1.5411276880407818,2.2292436576273102,1,0.40042947136713525,-0.226706780540942,-3.306676459281313,7.658985325435194,13,1,24,22,d,17,6,10,6,1,0,2,6,13,8,1,0
Thu,12.0,02/15/2020 20:00,C Pawson,Norwich,Arsenal,3-4-3,48.193566719603176,672.1058421749408,509.3330741094961,106.1277272791718,324.13994591505275,122.36085809512355,59.06177930375708,0.06037431118983752,14,0,0.4400790787608322,22.64636182995558,70.04531106290003,8.090658211357853,12.491633571237813,93.43630378146726,0.22966161104114016,-0.46129265018365473,0.23016167068284893,41.95043973618969,-0.14817795753166696,2.3570185680112745,1.738180228097101,1.6992834414961093,1.4819789942548687,-0.021748211096765502,0,0.47085312200795015,-1.9973471159823375,16.18343941493906,7.1837166013921605,22,0,5,11,d,12,7,8,4,1,0,12,5,10,3,0,0
Sat,21.0,12/06/2019 20:00,J Moss,West Ham,Liverpool,4-2-2-2,46.8906888016306,453.81806671081154,239.1678729282767,74.39243969153908,249.40145930618627,115.20230931151045,52.13414847515312,0.28749087159536135,21,0,-0.04215661431015699,9.51206979609352,57.96916065467045,5.246557206568494,15.246773682253073,100.0,0.429253219602319,0.15546607868326778,1.031146938871481,40.674080866725966,0.29392856552188595,1.25055937799171,1.615381703227691,0.9500687352211551,0.3237233657515306,0.35128200779637964,1,1.1105013694844277,1.2405545523822101,6.943557770304695,0.5511182530520475,40,0,13,15,d,20,1,8,6,0,0,9,3,9,7,2,0
Fri,2.0,10/02/2019 20:00,D England,Newcastle,Tottenham,4-4-1-1,50.290956901269915,549.7347641862889,364.69824099095604,129.73303848210332,356.5239821532708,137.02451939036496,39.16300137728942,0.8705408182617652,15,1,-0.3701801938209073,29.151947834180234,70.74978039420382,9.459671559066798,11.766055246314796,66.91878672760865,0.6752333852817045,-0.029646186783554615,0.0854964248363338,45.36715722369659,0.027126182538723908,1.465225466166369,2.7284516585114966,1.6554546354085038,1.7259817670974968,3.4067994563640314,0,0.3980842761228841,0.5570732824833365,14.155875952314954,3.5635714936745053,2,1,17,22,d,17,5,9,11,1,0,5,4,9,4,4,0
Sun,23.0,02/19/2020 20:00,C Kavanagh,Manchester City,Brighton,4-2-3-1,43.639598668683064,469.3816632045992,188.841745931327,77.43235127920624,223.87162160552796,115.35214884487958,52.07531558808708,0.4093192743374349,18,1,0.8408628440730889,25.093545325843237,43.557745076544656,10.266721188585727,7.43846547804276,86.83046847407734,0.9459167032250577,0.19816421819644117,-0.15530586630510435,46.718584843140285,-0.1282395026038101,1.1348633880756231,-0.1376221362502792,1.6430055138059112,0.8814809892223557,2.4050292298968725,0,1.2326542097852458,-4.270758635245207,6.1969918905271015,8.704584032652846,16,2,28,42,w,9,6,7,9,1,0,10,4,8,5,4,0
Tue,21.0,08/12/2019 20:00,S Attwell,Liverpool,Burnley,4-3-2-1,66.18152826520647,397.28287667411524,426.3310182894303,124.55062288055353,223.33354438759028,132.9490978805727,19.02490329622956,0.4592063649454696,20,0,-0.2019351653935981,19.07793222630088,70.76449624878983,3.8507011409798664,0.6290739815442983,93.10949211971189,-0.02228214931790279,0.22136316016344965,0.34164866387908155,45.669919552729276,0.0335342316702757,1.2583063145353022,1.8345581644781008,1.3651685938231994,2.2989253784869725,0.8131099598662802,1,2.5874644134613742,3.6134490459839554,6.497192802552883,0.8372041861443815,0,1,2,0,w,13,1,17,8,3,0,12,0,14,8,2,0
Wed,6.0,10/01/2019 20:00,D Coote,Leicester,Manchester City,4-2-3-1,61.317550059376785,431.4742710715564,483.23371730538315,105.00498242744787,393.79618997771274,73.98870474484866,57.10140930011097,0.4070601606946666,16,0,0.46504952760158,22.32770746641195,51.15453050453583,9.396501415425377,9.163441343250874,61.67782624025202,0.12957730148164925,0.30773380207060486,-0.20019052425211814,39.27472220406596,-0.10076824328251419,1.514501965653786,1.3279676835523464,0.8323405517753458,0.7375627982961042,0.45015836869807724,1,1.038873034894567,1.9316943098904669,3.1997760521610967,9.080758374853954,0,0,19,18,d,2,1,12,9,0,0,19,0,10,4,1,0
Thu,27.0,11/29/2019 20:00,T Robinson,Bournemouth,Sheffield United,4-1-4-1,55.11203274519381,507.1683249334762,620.8930016323982,84.8785123385776,449.9990432831451,97.84974309116153,28.86064891517035,0.12859306513430951,12,1,0.14731289471437553,29.35725084233708,52.874234032349264,10.197871075427635,3.079505054747148,38.77712822879331,0.5420910262532913,0.46133323447571883,0.8716031431142421,44.035979068717744,0.3517798147327568,2.4570994806040583,3.2531052788479258,1.1534020558327795,1.9035569515758888,2.769595516042967,0,3.2747957131930736,-2.8088022088998112,17.37219627795402,4.469411755673177,0,2,36,9,w,8,0,8,5,0,0,21,6,10,8,1,0
Fri,1.0,09/25/2019 20:00,P Bankes,Chelsea,Southampton,4-2-3-1,46.35953954798857,581.2021191937354,212.08966590527208,57.369577392379675,179.19263968678308,75.8970913171598,43.855422277512545,-0.32990518218172993,20,0,0.28236373508879514,-3.7872177784658305,46.91434738840982,8.09701852529312,3.428445361519361,29.686644938175306,0.05504443528933159,-0.15484504903227625,0.303823909545096,35.9409800357567,-0.016069797316401124,0.8377798779989147,0.3108156713678394,1.0836667326823637,2.690271576362509,0.8296160145798213,1,1.3123791464329386,1.0238131185306654,7.099801546921004,13.75882374744216,7,2,14,7,d,8,7,13,0,1,0,12,1,16,4,0,0
Fri,25.0,03/08/2020 20:00,O Langford,Bournemouth,Leicester,4-2-3-1,35.0500441114351,552.4945589781653,385.8970189601177,82.07750818956653,172.27450080080388,66.34244564889413,28.351891391557956,0.36220512621216794,16,1,-0.44498893906915915,24.620985824113205,67.26534065523559,6.590336430572992,6.6809603284912695,51.24206912577051,0.465582503867424,0.3141443654350623,0.5586516972967828,47.90540189009605,0.17174158435539316,1.2839032609476044,-0.10948130627495023,1.5535038073474137,1.3425286566850028,2.7223480949681784,1,0.05761344975545324,-0.5001858125168038,7.192872054588902,8.150695558467302,18,1,24,29,l,9,2,11,12,3,0,10,2,12,6,2,0
Mon,5.0,02/21/2020 20:00,M Oliver,West Ham,Crystal Palace,4-4-2,58.40592924424148,452.6791777976634,228.10737109572244,85.57490980886249,451.32994851784605,147.6404822826073,36.54073470953667,-0.04645969324275667,15,0,-0.05138578359610224,15.855646101732995,65.13462812973961,9.633169564495176,10.474470837900418,99.1103645098792,-0.15191448010175213,0.037961243540583195,1.3666550114503044,43.57789068418472,0.003384983158323522,1.7247916050345429,0.045229615877414586,0.531562774801385,1.0426661117672298,0.47595439523821315,1,2.2368055785084175,0.5905629192289803,12.899134781258113,24.81376289327386,35,0,22,7,l,3,3,11,3,0,0,8,4,8,0,4,0
Thu,23.0,12/22/2019 20:00,P Tierney,Crystal Palace,Wolves,3-4-1-2,70.0,684.3780461299282,210.44977648269992,145.50915378999449,516.4648028896069,122.46965894898536,54.62290528497606,0.38300415039937163,15,0,0.010524840654318024,10.094108041189514,50.26941116354674,13.880722880766827,5.886348499127152,81.51920500132799,0.01592370371464813,0.6852392774728948,0.9308797762849287,47.05994127717878,0.032231802949613905,0.2647654923310967,0.29276256136563683,-0.3721207180056194,2.001671419798255,1.5906934830756414,0,2.567203212744065,-1.5679552269355577,30.10261063708368,14.373690804592005,31,1,33,15,l,25,2,12,5,2,0,16,3,10,4,1,0
Tue,10.0,08/25/2019 20:00,A Taylor,Chelsea,Burnley,4-1-4-1,70.0,473.1365042549784,271.71820556423955,108.3367305702099,251.39924750358125,81.49556964181478,23.530887549446234,0.19120801861061956,16,0,0.019792539642156645,30.156260967869407,59.45231093929076,9.806855010200671,1.4753759552751404,100.0,0.08103269757970769,0.10309450096664016,-0.4533830756288878,52.04689632791468,0.10550948868972473,2.5713941710511126,-0.026633030223573106,1.5213848438248039,0.17012297662968612,4.733943550036903,0,2.568454634886141,-0.04352920132911629,4.801103296923111,-1.9545444922813324,37,3,0,10,w,29,4,12,5,1,0,2,5,12,5,2,0
Tue,29.0,08/29/2019 20:00,R Jones,Wolves,Bournemouth,4-3-2-1,53.76190668191828,509.9667138559352,455.09708511990925,131.3367849175732,265.6490125200097,108.4576958167047,13.908334285200294,0.3664731754206606,17,1,0.22395222483952162,20.756991633066356,51.20006097532689,10.4143220339778,4.243432189707296,38.85372516558539,-0.2466380643665234,-0.20444544324064404,1.0986192742866923,65.13760314811532,0.22964305491293346,1.1390808261470091,0.8898487786051621,0.9039928941974245,0.5699523326021723,2.3045118454330034,3,0.5640675378582002,-0.5320931406266083,17.212532444573707,14.585715125376701,10,0,55,10,l,18,5,15,10,2,0,8,5,16,4,1,0
Thu,28.0,09/05/2019 20:00,D England,Manchester United,Brighton,4-3-2-1,42.88640522424468,528.349836721735,468.6600765092644,99.49568391812333,453.92044515836676,89.76387482402222,31.93186876310916,0.47551342402454555,12,0,0.26967828713260306,13.305219376493907,45.28126640037119,6.477489889272529,12.314404343419264,36.58339616604257,-0.17763373664913862,0.07934462120986918,-1.683472900862201,49.70141716592965,0.15139205845304138,1.879209327463351,1.3731885239794939,1.584338772841237,2.0229331832839343,1.9685314797192537,0,0.4062286004719481,2.267336855444098,16.69719861963677,1.218791239278957,34,1,32,21,w,20,4,11,9,2,0,8,5,8,7,0,0
Thu,21.0,11/19/2019 20:00,S Scott,Watford,Newcastle,4-2-2-2,36.043557124012366,382.5438451525942,154.6887802152338,121.6654583515874,219.02008022222046,78.71744346499582,22.313090600219482,-0.35711478000286767,21,1,0.40422007020324857,22.103351619108015,73.67700872003024,4.603031752570562,5.144215390322678,66.31808972044223,0.5642541644719379,0.26557309319170286,-0.4872455218149715,58.58127901708475,0.18489200724113683,-0.11325402761528869,1.2771480313999763,2.276381031730808,1.8263820359063445,4.597552209024732,1,1.1170131504163923,0.4963639300299928,17.220061625073377,-6.038648428765015,26,2,26,27,d,13,4,5,8,2,0,8,4,12,8,1,0
Wed,11.0,11/09/2019 20:00,K Friend,Southampton,Leicester,4-1-4-1,60.02508532185862,433.7482890610065,410.0927579393227,101.94824329671751,292.2669714240101,130.06527591925035,42.15778052242891,0.13421497187966966,16,0,0.0388006940254642,22.694860164735942,61.319648174046044,10.102312605301668,3.265169313239169,99.1859167070989,-0.45212804312660776,-0.1955266058880741,0.19071549946687927,48.045094714541,-0.07894413843768955,0.30788401068882654,1.2627324379939258,0.887085964458535,1.6340644712881836,1.7572012560701284,3,2.7765050162460794,0.36076287045318756,16.46144555367208,4.723100545927387,20,0,4,20,l,14,3,13,5,0,0,14,7,6,0,2,0
Wed,25.0,12/06/2019 20:00,D Coote,Aston Villa,Sheffield United,4-4-1-1,46.51656287522319,527.3788299751752,553.5348783933432,81.7417538756777,432.6621272200514,61.8361632236066,33.072688188803134,0.23514678189262012,18,0,0.1614908530451742,14.549014272563628,69.94267231786368,12.278964221608678,7.251751773509392,56.76957063223434,0.28553577111691547,-0.1168690497312101,0.07079623920962153,67.26180795497498,0.08918005390586747,1.4169653426263147,1.2508357058619723,2.115585824793153,1.4377484781023875,1.184817077757447,1,-0.4918869368439327,1.6635883064513954,20.30081498635578,13.244635448378798,3,0,30,13,w,25,4,7,8,3,0,9,6,9,9,1,0
Thu,20.0,10/12/2019 20:00,C Kavanagh,Chelsea,Bournemouth,3-4-1-2,44.0311282664989,609.4703973600514,348.17025457556025,73.34953421635379,483.93248935649206,78.3146330524435,26.14459584645248,0.15505301359616525,14,0,0.1476587355037125,25.402974116579326,64.14126254488366,3.072572624300122,7.967914418668877,9.820223028479305,0.8957459496621156,0.260765754659008,0.3214181463669593,31.83828912027929,-0.12285242029578519,1.9292345187608084,0.9401003658093351,2.345886335856037,-0.5336364054051714,0.5789099816604968,3,2.7904149253426276,0.5618898368270543,12.892666329973022,8.158653978827907,32,1,19,35,l,11,9,7,6,0,0,17,4,16,6,1,0
Wed,11.0,01/19/2020 20:00,S Hooper,Manchester City,Liverpool,3-4-1-2,54.257508433441416,461.88032925354446,304.53994041390604,50.621658198631046,291.9332105153173,137.04765337813512,60.027473464615014,0.2709232569090706,14,0,-0.06050856696464296,11.559899843943855,37.33366178316739,2.1391996718585444,15.043346709451827,62.973462922553544,0.10469078130731313,-0.41830854190527256,1.2631799735747606,50.68327234758485,-0.052615051325649774,2.17214881959411,1.1523181728456091,1.457566201730025,1.7106678537099826,1.0925983596412674,2,0.9986268654921782,1.3495642181894387,7.022003545828405,14.92395214613885,30,2,7,31,w,14,8,13,1,1,0,8,4,5,1,2,0
Wed,16.0,10/08/2019 20:00,M Atkinson,West Ham,Newcastle,4-4-2,60.639382292465086,623.2805568203587,538.5826297480332,134.62268353462412,305.5561080141553,96.37637664825533,26.805960697010477,0.01479170808223862,16,1,-0.33984618090448726,4.8279763061277485,63.502369228245044,-2.662930156711596,7.625969005162319,100.0,0.0351743231675225,0.2112894617245542,-0.06891350622022097,53.20453892813073,-0.15033172091110167,-0.29193849568191355,1.4741805892273097,1.5595776247228492,1.1488333327620421,2.1502105053299387,0,2.290246828162507,-0.7185560940869603,12.339266216787246,18.79768294073716,30,2,11,31,l,27,4,6,0,0,0,15,5,9,4,2,0
Tue,22.0,08/12/2019 20:00,P Bankes,Aston Villa,Sheffield United,3-4-3,56.211341772333064,538.8734534976843,389.4388893165771,113.10477398837027,586.581532327886,123.11729852628488,26.671603999696305,0.01988426326612802,15,1,-0.473076146588581,23.288779792748567,46.91364033988417,7.847278130295027,8.852425264351862,70.78336844925947,0.4214328757244087,0.3952020137616955,-0.4263715868222896,33.669137468212774,0.23051350852918026,0.9969910345666104,2.285888107154242,1.4528067697582228,0.09144663596633729,0.8904622201722374,0,2.5837799506728514,0.12613119944657636,16.37729151853127,15.618685504184189,6,1,31,43,d,7,5,5,6,1,0,8,4,7,0,1,0
Wed,22.0,01/03/2020 20:00,S Scott,Leicester,Bournemouth,3-4-1-2,46.65240508245046,510.2932988347819,478.91650749042793,149.13962593510158,319.9539661724402,86.73793384020135,58.44148742247337,0.05179702351178639,19,0,-0.05376513921571055,15.027141667987092,68.50261221632483,2.762654296958138,8.208415577776638,97.21345676984456,0.5241874832424006,0.38413396511159514,0.24585865034761178,50.707677814223736,0.10177694413736468,0.3147573382671256,1.2163183975329812,1.5584072527000632,1.77846526949916,-0.8829009320250383,2,2.8880558413191917,1.3675922856237996,0.8374365118180762,15.090959211943655,30,0,18,28,d,13,4,13,4,2,0,16,7,14,2,2,0
Sat,9.0,12/16/2019 20:00,T Robinson,Aston Villa,Bournemouth,4-1-4-1,44.91620708444021,251.78474575300243,190.7863744340595,93.43120046959356,408.90135662120696,97.35400657678909,52.0907425709874,0.07872723995864425,11,0,0.020379770941582928,17.751717967856983,62.71961802038525,14.848981523036404,2.7500454850556086,100.0,0.4568868714999764,0.17207601951655668,1.553525920126694,41.30406936409307,0.16793532204152214,1.4168345284655923,1.0091852889458521,0.21897460531215152,0.25732620578513,1.2581667360457038,0,1.4230200398561668,0.32383901645164964,3.811652823599111,-3.251351699139976,0,1,0,12,l,7,7,15,3,3,0,8,9,11,4,0,0
Tue,15.0,10/31/2019 20:00,J Moss,Chelsea,Liverpool,4-4-1-1,38.31487140208129,451.8814711295364,282.1914450610189,71.0635179240752,403.9694034846374,117.05763676970531,35.73364807301431,0.45283876387084643,19,1,0.2606430707393838,20.59199599225926,52.71215980577669,14.639014618043852,4.2717463393241175,65.89156662561373,0.5985981208597934,0.31958391373515127,0.48923184847415674,65.75835886211328,-0.20196668718861893,0.7432210341600044,0.6268602394970878,0.35895857076520277,2.6287742524402216,2.0085200350071655,2,1.2605657809667783,-0.3878025631467911,19.017466055386432,11.85883772652403,18,0,15,18,w,13,0,14,7,2,0,4,3,3,6,3,0
Tue,1.0,12/13/2019 20:00,S Hooper,Sheffield United,Crystal Palace,4-4-2,69.92911728422278,375.2903648016463,415.13169263915324,88.8356067257879,308.28954000744864,140.8065187103375,56.49437573062657,0.18873364119478525,18,0,0.4465736133100724,21.77163324953616,82.03211308573958,11.711606923767082,8.31683637044177,53.774699915678994,-0.03335287818976085,0.31741093479433113,-0.0050339968898744925,42.615263150911474,-0.2591390807115972,1.3331183807158262,2.455249258862081,0.8474121393718433,1.2710658316573584,1.5147059655932402,0,0.7666671506974091,1.1973654588191072,0.8861588005136412,-1.177973460527726,7,0,20,5,d,19,6,7,1,0,0,20,3,9,1,2,0
Tue,23.0,11/14/2019 20:00,C Pawson,Manchester City,Aston Villa,4-4-1-1,31.509677235450475,584.4587288333873,445.4395436845386,134.57339173310007,38.78778591100911,82.28225471062323,50.31181077746836,0.33623520230801174,19,0,0.09829794272699541,19.094730517778935,68.55920765525948,6.518714542162555,12.4820532879131,58.381877792651515,0.04180487913983058,-0.129654378074054,-0.9491454373435101,54.04090961247889,-0.09268569259517584,0.9503291516970954,1.8244727375738112,0.6408989562903052,1.6702865250205998,0.9494247638115305,2,3.09878568575746,-0.4286895817991368,17.33280582908732,10.036604945581423,11,2,35,18,l,16,0,8,5,3,0,12,4,15,5,1,0
Sat,20.0,08/14/2019 20:00,J Moss,Norwich,Burnley,3-4-1-2,55.10837893638108,326.51839357383903,183.91449663546257,102.63401111507183,316.76547123657474,107.52838045340584,10.476882462712371,0.5635196331498404,20,0,-0.017631761803066914,50.11813212306559,49.331702292389025,8.864215845362146,13.834630009651857,97.3435825592271,0.4764141624465144,-0.4446531362790648,0.35079307503086793,53.84006224311775,0.03507148372290694,0.6205490337157854,0.8696016996110904,0.5515230196903318,3.0165452913061896,1.9340894353484543,1,3.0815033036489607,-0.6662044893095886,8.896289797218014,12.065281440394962,11,1,45,42,l,18,3,6,5,0,0,17,8,14,6,1,0
Sat,10.0,01/09/2020 20:00,J Moss,Southampton,Burnley,3-5-2,58.04826968090235,299.43797138585694,571.487273682231,68.67247533110368,124.9849470474532,124.67436532871932,51.69025501997314,0.5169367976462409,15,0,0.1779505033372525,17.98646056336885,62.707034327397615,15.807227409082131,6.66824038164927,42.626631553741475,1.63580042436756,-0.19139266818267073,2.157584944777782,38.8675491449849,-0.05507050435997097,2.5945220069854886,0.457646022901558,1.208711126716505,1.5458448748748665,2.7482219071316565,1,0.5896861504605434,-0.6646742378243612,-1.4638029247733435,0.42585083162671467,28,0,26,32,w,11,6,6,4,1,0,10,4,15,0,0,0
Mon,23.0,11/14/2019 20:00,G Scott,Everton,Wolves,3-5-2,33.92503028336883,449.1735997662763,363.3142578169793,79.4343876649761,265.2388114253297,100.92634897075318,12.744020337682262,0.002539597457648868,14,1,-0.16484042115585693,31.51753810431837,73.9691277238971,7.2171770768023835,2.0236200970413947,93.91199669328302,0.22143661488778618,0.4706465495811979,1.6481558254583142,54.18141585167355,-0.052605689888838784,2.1551810530067614,2.2383587295113414,0.6303300630386562,0.51153740640799,-0.7209203160987632,0,2.062750332106151,2.617754354850957,8.084609825395638,9.200882938756502,25,1,15,34,l,13,0,3,5,0,0,4,3,12,9,0,0
Fri,28.0,11/11/2019 20:00,R Jones,Everton,Leicester,3-5-2,38.37169338669417,453.93781301095487,168.22483377757317,63.916922950215394,303.8753784991857,150.32965731055654,61.58098250923294,0.3706811201138719,19,1,0.4462381399714922,16.418886635469196,74.0867784051312,10.687679288078646,6.395365066672215,50.68960220979868,0.09977870925029411,-0.34724231172905484,1.6770960275600513,73.55006275202815,-0.11954610033223284,1.2986093907599336,1.1034817283073912,1.6207078501984957,2.094472445726427,0.6977365399318767,1,1.2804236122697277,-0.5180116797419465,17.72963740045323,18.52193502043484,3,0,11,0,l,13,3,8,5,1,0,9,4,13,0,0,0
Sun,18.0,08/10/2019 20:00,M Dean,Watford,Tottenham,4-4-1-1,68.88974661855497,359.9572024012298,287.93041650196614,66.03513401671675,361.48434193304854,48.56394024694641,3.2575710449756095,0.2198460970136309,15,0,0.14271459060631544,5.8494177062163395,63.72870055405131,4.755226591879921,9.918657230063321,53.4429660523934,-0.5111813062498083,0.007499554741014117,-0.021893177133414654,45.76140236504048,-0.34863697235202323,2.199341020678971,0.12058670510451197,1.2961994016813836,1.6905760600153237,2.88606411893174,0,1.8784087893068817,-2.0579791600967483,5.227046652653472,11.435121135726751,31,2,7,22,l,11,7,8,10,1,0,16,7,9,4,2,0
Sun,24.0,10/14/2019 20:00,P Bankes,Manchester United,Tottenham,4-3-3,57.05614492803033,179.21261953849148,293.7496491268304,48.31590733473554,623.4960665077905,94.33288647465753,0.0,0.37003428719406223,10,0,-0.006680290712694423,24.114067508006162,60.53587422644431,-0.07513495716153162,4.763629703212681,46.04880023724324,0.22252010750262358,0.7319897481002344,-0.1329799765409111,54.658789920960245,-0.06836057136830084,0.9693397870215278,0.44160530931394293,1.7141816230106928,0.8690863907007377,1.68255067481716,0,1.716276552245547,2.8928492702474453,20.052801022310756,12.360761852017967,38,1,20,20,d,16,10,7,5,1,0,8,3,10,0,1,0
Mon,23.0,08/16/2019 20:00,S Attwell,Manchester City,Brighton,4-2-3-1,62.312218267183,567.610731713004,328.2779200369477,74.74069907046629,479.8414787155986,108.8350734045513,20.71501039554974,0.6345873974205611,14,0,-0.03277926298163207,18.62450060330999,78.32631763829754,6.298502435525679,7.398816031478677,39.020819173758895,0.6490366501427559,0.47329797354917424,-0.9240579578414029,60.58234904405892,-0.20065185407982855,2.35044560528471,1.7527416279798924,2.3077622964484523,2.086250011101441,1.2735847708849588,2,0.454574909278207,-2.424958539700905,19.281927451656372,18.022890468182,20,1,33,13,w,14,4,6,0,1,0,10,3,14,4,2,0
Mon,20.0,11/23/2019 20:00,K Friend,Bournemouth,Burnley,3-4-1-2,70.0,211.52466890509695,228.38962309970572,44.640403852997146,226.47624101875803,99.2431063465714,43.81481150208644,0.09443591969887888,15,0,0.27540614441323075,15.64490625685945,60.42443866555382,12.503401853385148,7.965471682925432,34.532361277625164,0.6082183653442247,-0.2136726240492091,0.07392541788644469,34.91788359385767,0.07466196240987455,3.023528179400966,1.1787715218785653,1.3753674162320155,0.7789448039136998,2.9398133461050824,0,2.6531157348544383,-0.3023421419302409,9.098235363187593,19.186228600125123,4,2,15,23,l,16,5,3,11,0,0,15,2,10,8,3,0
